id,name,img,types,bio,evolutions
#0142,Aerodactyl,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/142.png,"'Rock,Flying'",This is a ferocious Pokémon from ancient times. Apparently even modern technology is incapable of producing a perfectly restored specimen.,
#0143,Snorlax,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/143.png,'Normal',"This gluttonous Pokémon eats constantly, apart from when it’s asleep. It devours nearly 900 pounds of food per day.",
#0144,Articuno,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/144.png,"'Ice,Flying'",This legendary bird Pokémon can create blizzards by freezing moisture in the air.,
#0145,Zapdos,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/145.png,"'Electric,Flying'",This legendary Pokémon is said to live in thunderclouds. It freely controls lightning bolts.,
#0146,Moltres,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/146.png,"'Fire,Flying'",It is one of the legendary bird Pokémon. Its appearance is said to indicate the coming of spring.,
#0147,Dratini,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/147.png,'Dragon',"It sheds many layers of skin as it grows larger. During this process, it is protected by a rapid waterfall.","'Dragonair,Dragonite'"
#0148,Dragonair,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/148.png,'Dragon',"They say that if it emits an aura from its whole body, the weather will begin to change instantly.",'Dragonite'
#0149,Dragonite,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/149.png,"'Dragon,Flying'",It is said that somewhere in the ocean lies an island where these gather. Only they live there.,
#0150,Mewtwo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/150.png,'Psychic',"Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different.",
#0151,Mew,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/151.png,'Psychic',"When viewed through a microscope, this Pokémon’s short, fine, delicate hair can be seen.",
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
